"","site_id","month","cumPrecip","minTemp","maxTemp","meanSR","meanVP"
"1",1,"January",28.1882926829268,-10.7516837136113,-0.751927616050354,210.453131392604,304.851479150275
"2",1,"February",35.699756097561,-8.8333197164484,1.70353238015139,279.795734410669,347.614365312988
"3",1,"March",59.5507317073171,-2.5190243902439,9.13686860739575,352.007545239969,510.610999213218
"4",1,"April",95.5270731707317,3.51210569105691,16.5201544715447,386.149211382114,759.640260162602
"5",1,"May",122.293902439024,9.97367427222659,22.3859716758458,384.376105428796,1214.6033202203
"6",1,"June",133.78756097561,15.6108861788618,27.4735772357724,383.04118699187,1776.47706504065
"7",1,"July",106.940487804878,17.8574272226593,29.6244295830055,381.567033831629,2046.77756884343
"8",1,"August",121.400975609756,16.4050983477577,28.4726829268293,368.029000786782,1876.09612903226
"9",1,"September",92.5117073170732,11.5417479674797,24.6199512195122,339.439959349593,1413.90200813008
"10",1,"October",80.7214634146341,4.76650668764752,17.1901258851298,260.860747442958,905.424209284028
"11",1,"November",58.2592682926829,-1.76930894308943,8.9449593495935,194.735845528455,574.812926829268
"12",1,"December",41.3131707317073,-8.07066483084186,1.40469813794912,174.850527143981,371.15391607658
"13",2,"January",24.2278048780488,-12.8853265145555,-2.91288749016522,203.876270653029,260.908811959087
"14",2,"February",27.1626829268293,-10.7786209900276,-0.447074672594017,277.788719512195,302.236476631022
"15",2,"March",54.529756097561,-4.03383162863887,7.0614948859166,353.247804878049,442.687010228167
"16",2,"April",96.6429268292683,2.13560975609756,15.2068048780488,390.412495934959,670.92474796748
"17",2,"May",125.561463414634,8.886435877262,21.757128245476,383.742651455547,1125.02842643588
"18",2,"June",149.348292682927,14.6544959349593,26.976,381.308821138211,1673.3816097561
"19",2,"July",110.773414634146,16.8169158143194,28.7898662470496,381.992226593234,1932.82835562549
"20",2,"August",112.551219512195,15.3226357199056,27.3951455546814,368.261038552321,1769.1443902439
"21",2,"September",90.1039024390244,10.3948943089431,23.8296097560976,336.818658536585,1315.89975609756
"22",2,"October",72.5787804878049,3.40421715184894,16.1773878835563,255.544154209284,823.006121164437
"23",2,"November",46.950243902439,-3.44988617886179,7.12113008130081,186.087276422764,509.484382113821
"24",2,"December",35.9234146341463,-10.1226105428796,-0.780571203776554,169.609783897194,319.72509913454
"25",3,"January",24.9843902439024,-10.8995908733281,-0.857214791502754,212.185869394178,300.797922895358
"26",3,"February",31.1534146341463,-8.90012825904121,1.60800072089391,281.525645800793,343.407103808723
"27",3,"March",57.1312195121951,-2.52192761605035,9.04590086546027,350.523776553895,497.419685287175
"28",3,"April",96.3463414634146,3.65720325203252,16.4746341463415,384.372016260163,751.974430894309
"29",3,"May",125.228780487805,10.0851612903226,22.3004248623131,385.108890637293,1208.00107789142
"30",3,"June",134.266829268293,15.682837398374,27.4518699186992,383.82487804878,1784.28971544715
"31",3,"July",108.999024390244,18.0075924468922,29.6122738001574,380.674476789929,2075.02065302911
"32",3,"August",116.236585365854,16.6122029897718,28.40435877262,366.566915814319,1917.58203776554
"33",3,"September",88.909756097561,11.7130975609756,24.5937398373984,340.231162601626,1429.30447154472
"34",3,"October",79.2973170731707,4.80650668764752,17.0942014162077,262.128269079465,906.412926829268
"35",3,"November",53.0073170731707,-1.88941463414634,8.74768292682927,195.161178861789,568.961756097561
"36",3,"December",35.8319512195122,-8.3070611067401,1.22933621820089,176.596525832678,363.785984002098
"37",4,"January",23.7321951219512,-10.502423288749,0.0621872541306058,215.31449252557,308.507143981117
"38",4,"February",33.1260975609756,-8.67153400216268,2.46189504986183,285.717199927911,346.147551363691
"39",4,"March",56.7651219512195,-2.34898505114083,9.8059166011015,353.843886703383,505.055074744296
"40",4,"April",100.973902439024,3.6550081300813,16.8395447154472,385.640650406504,760.471739837398
"41",4,"May",139.729024390244,9.9750590086546,22.3318961447679,384.258001573564,1212.67011801731
"42",4,"June",126.17512195122,15.5640894308943,27.5163739837398,386.912048780488,1777.5176504065
"43",4,"July",115.750487804878,18.0306372934697,29.8599527930763,383.691801730921,2077.55613690008
"44",4,"August",117.001707317073,16.6642800944138,28.7872619984264,370.541699449253,1918.86955153423
"45",4,"September",95.53,11.6997886178862,24.7921869918699,343.270853658537,1433.95512195122
"46",4,"October",77.839756097561,4.77064516129032,17.5160582218725,267.0471754524,906.721258851298
"47",4,"November",53.3756097560976,-1.84066666666667,9.33265853658537,200.415658536585,572.637520325203
"48",4,"December",36.8639024390244,-8.09033700498295,1.98716653553632,180.933911093627,369.430537896669
"49",5,"January",28.009756097561,-12.5644059795437,-2.79804091266719,205.194004720692,269.590786782061
"50",5,"February",31.7487804878049,-10.454102487084,-0.385671032079779,274.836101465818,315.05159828187
"51",5,"March",53.3263414634146,-3.77375295043273,7.18493312352478,355.260212431157,467.384059795437
"52",5,"April",93.2182926829268,2.39204878048781,15.3150731707317,391.66137398374,696.583382113821
"53",5,"May",116.92243902439,8.96291109362707,21.7667977970102,386.380416994493,1139.607938631
"54",5,"June",143.003902439024,14.6237886178862,26.8259756097561,380.96825203252,1666.74459349593
"55",5,"July",116.320975609756,16.7353343823761,28.632281667978,380.894948859166,1918.40506687648
"56",5,"August",119.379024390244,15.2709913453973,27.394256490952,366.704830841857,1765.62081038552
"57",5,"September",93.2117073170732,10.5091544715447,23.6778455284553,334.572674796748,1328.20180487805
"58",5,"October",75.5785365853659,3.69694728560189,16.1626750590087,255.235350118017,841.931581431943
"59",5,"November",53.2390243902439,-2.91275609756098,7.36865040650406,186.455073170732,529.867658536585
"60",5,"December",38.96,-9.53840440597954,-0.427821400472069,169.619678206137,336.044354051928
"61",6,"January",23.4107317073171,-12.2377891424076,-2.26259638080252,205.323115656963,273.798575924469
"62",6,"February",26.6907317073171,-10.1702186711522,0.186701910368857,275.512448936681,315.252852036525
"63",6,"March",54.4265853658537,-3.54219512195122,7.70739575137687,350.296978756884,454.848355625492
"64",6,"April",92.6387804878049,2.60652032520325,15.6061219512195,386.124365853659,687.503317073171
"65",6,"May",123.201951219512,9.27535798583792,21.9652321007081,384.641400472069,1146.9864122738
"66",6,"June",141.58,15.0182195121951,27.1294959349593,381.322959349593,1706.69347154472
"67",6,"July",109.32487804878,17.1535090479937,29.0120062942565,381.991636506688,1961.24046420142
"68",6,"August",114.629512195122,15.6604405979544,27.684461054288,368.222722265932,1796.78822974036
"69",6,"September",90.8439024390244,10.7287723577236,24.0526260162602,337.249650406504,1343.82487804878
"70",6,"October",70.7309756097561,3.79485444531865,16.4400550747443,257.00230527144,846.724555468135
"71",6,"November",48.2975609756098,-2.94840650406504,7.67345528455285,188.820146341463,527.577130081301
"72",6,"December",35.3041463414634,-9.48691266719119,-0.0851573564122738,170.43640833989,335.05933595594
"73",7,"January",37.350487804878,-11.2353265145555,-1.56412273800157,204.475405192762,297.153225806452
"74",7,"February",42.3709756097561,-9.32542622852337,0.902983299291121,276.681491950018,341.592473266851
"75",7,"March",65.6041463414634,-2.96767899291896,8.03024390243902,351.235955940205,513.094815106216
"76",7,"April",94.1385365853659,2.99864227642276,15.618243902439,387.572731707317,754.978878048781
"77",7,"May",113.490487804878,9.30021243115657,22.0684736428009,387.092195121951,1182.71405192762
"78",7,"June",132.046097560976,14.7610081300813,27.0491463414634,383.003203252033,1683.32504065041
"79",7,"July",99.6656097560976,16.9780802517703,28.9321243115657,380.811809598741,1931.053815893
"80",7,"August",115.957073170732,15.7119433516916,27.7074980330448,365.819708890637,1798.45387096774
"81",7,"September",93.87,10.9807479674797,23.9783170731707,334.975479674797,1360.56518699187
"82",7,"October",82.22,4.35107002360346,16.6860582218725,255.373910306845,875.937293469709
"83",7,"November",63.0039024390244,-1.76382926829268,8.30134146341463,186.557723577236,570.431146341463
"84",7,"December",52.1765853658537,-8.12211591922371,0.80203094676108,168.80751140834,370.161249147653
"85",8,"January",27.9892682926829,-12.4930920535012,-2.70647521636507,204.848379228954,269.961203776554
"86",8,"February",30.6624390243902,-10.3880824222035,-0.303326324642557,276.074482758621,315.612960170612
"87",8,"March",57.8804878048781,-3.70560188827695,7.29317073170732,352.288709677419,466.901778127459
"88",8,"April",99.44,2.46016260162602,15.3779105691057,388.766528455285,704.255056910569
"89",8,"May",124.203170731707,9.13527930763179,21.8553422501967,383.183863099921,1157.82143981117
"90",8,"June",146.198292682927,14.8630569105691,26.9675853658537,377.994406504065,1699.55326829268
"91",8,"July",114.538292682927,16.9421636506688,28.793564122738,380.224893784422,1948.27602675059
"92",8,"August",115.900975609756,15.4404563335956,27.5126514555468,366.271573564123,1783.70311565696
"93",8,"September",88.0514634146341,10.6148130081301,23.8364634146341,334.763739837398,1335.75700813008
"94",8,"October",77.4829268292683,3.72864673485445,16.2470023603462,254.546742722266,842.932321007081
"95",8,"November",53.9817073170732,-2.98253658536585,7.43553658536585,187.087032520325,526.916536585366
"96",8,"December",39.2763414634146,-9.59484815106216,-0.391264883293994,170.1776564385,333.866620246525
"97",9,"January",25.5378048780488,-11.4003540519276,-0.762981904012589,211.822808811959,289.103367427223
"98",9,"February",28.5529268292683,-9.41452631262766,1.62710861468221,283.012347110417,331.94277213745
